DONE32d1fbd42cc406f8f2e3029b5873dd8efaa50b7f3ca573a882c9faf290f8b
,R0003,R0013,R0027,R0028,R0059,R0064,R0090,R0002,R0004
NA18529,0.9199990800000001,2.9577236849107202,0.8011419620539021,6.646332231586113,1.17,0.9818260589620514,1.1938511725083052,0.9988417113347657,0.9993383140107904
NA18558,0.7999992000000001,2.335045014403201,0.6778431687392912,10.832482648525334,1.2987,1.0101479645090334,1.4793607149895491,0.9985677366695485,0.9899178689019817
NA18505,0.9199990800000001,1.7707442400000004,0.957025504067682,3.7906656671179157,1.0,1.279085196621369,1.1807334558719533,0.999440104799848,0.9913519018052508
NA12875,0.9199990800000001,2.523066899910798,1.0961444834126337,4.264863615379204,1.11,1.319377154215241,1.0678346520003146,0.9974195451123536,1.0154998963801092
NA12156,0.9199990800000001,1.6920616046400008,1.0151961696678535,7.295000272245812,1.11,1.1343561461218832,1.1494822355028378,0.9996332812577616,0.9846757301307307
NA07056,0.9199990800000001,2.123614931328001,0.9920803973133866,7.155930268161711,1.0,1.248527043233552,0.9308792085582562,0.9964334453192758,1.0101271358393722
NA18562,0.7999992000000001,2.1620787170400004,0.9862081903703052,5.359870616305886,1.0,1.3709177318774552,0.7884093611375784,0.9963471379922665,1.0093818360871187
NA18537,0.7999992000000001,3.2239188165526858,1.3341788668382584,6.328160789291369,1.11,1.348896949408928,1.2391819231540437,0.9979274507024337,1.0096895021752619
NA18603,0.7999992000000001,2.3373823968000007,1.1253444325118196,4.50645998093646,1.2987,1.011280840730913,0.9559011742274383,0.9960120132243967,1.0084401791556237
NA19153,0.9199990800000001,2.314740275147521,1.233706012945563,4.746666412898747,1.17,1.2551029700998624,1.4477740927942095,0.9996602427305777,1.020614401127125
NA19137,0.7999992000000001,1.5382378224000006,1.0009257565478509,5.403694579344368,1.2987,1.1555821603303837,1.4183888702335643,0.9984614547760801,0.9965393319628332
NA19202,0.8791200000000001,1.9474937568000004,1.2130668884950149,4.05744346080411,1.2987,1.3442512213755529,1.3443323493718848,0.9996722977061301,1.0074082563523823
NA19239,0.8888880000000002,1.7077288417200007,1.2414651702596866,4.471362940586487,1.2987,1.1728247995470251,1.3947337178894614,1.0005775287055212,1.0041562332799192
NA12044,0.828828,1.5382378224000006,1.0411432855368794,4.269251887161741,1.11,1.4897870570619798,0.8472044964959675,0.9977571589351067,0.9880058106765449
NA11992,0.9199990800000001,1.6920616046400008,1.172599462122524,7.567024149140566,1.11,1.4503000560172457,0.7822830251769214,0.9971713282523992,1.0104879166531608
NA11829,0.8791200000000001,2.335045014403201,1.1547892921844587,5.8828154947572155,1.11,1.2967930307948239,0.9157326435539416,0.9989461257159741,1.0051561072042594
NA07022,1.0454535,2.3566658015736013,1.0592766762810033,8.572141332390752,0.87,1.127814820164926,1.0694741005404722,0.9984368529889296,1.000819383511407
NA18545,0.9199990800000001,2.594494460448001,0.7913848286219876,4.763449913324348,1.0,1.1469012132642022,0.9797255487466066,0.9983011846231729,0.9794148279480585
NA18572,0.7999992000000001,2.1036441571200006,1.2300990759492307,5.923975302338001,1.0,1.1785059585938724,1.6611181728027666,0.9987888740057957,1.0023169700361636
NA18547,0.9199990800000001,2.335045014403201,1.0780531212990287,5.287515145888464,1.0,1.0820704995820767,1.0149710200090558,0.999737634423869,1.0108444796841765
NA18857,0.9199990800000001,1.9835584560000004,0.9978644144733028,4.742169740718418,1.2987,1.161547638012919,1.3357404270945716,0.9997920496246773,1.0059749190450438
NA18501,0.9199990800000001,1.9474937568000004,1.1536670269970526,3.7198121032465536,1.17,1.2197377915289063,1.2523332646097247,0.9979256743931524,0.9876577975355579
NA19240,0.9199990800000001,2.957723684910721,1.3176204490262333,4.494620890299202,1.17,1.2684100207101077,1.5798511944393365,0.9999474090829508,0.9982035854875637
NA12239,1.0454535,2.314740275147521,0.9917516247334538,6.226538973961619,1.0,1.2823053432520817,1.534459631017148,0.9982109522572079,0.9963400440258986
NA12154,0.9199990800000001,1.6766792264160009,0.9157711085773343,5.574176553177644,1.11,1.2783982266748262,1.0459258995299283,0.9965848050900121,1.0113736941681921
NA12762,0.9199990800000001,1.3985136000000002,0.9576486393117747,6.366444152338099,1.11,1.3195464490906754,0.8244776806564765,0.9996735772874901,0.9937434641412536
NA18609,0.9199990800000001,2.957723684910721,1.0713151558573988,4.438020712992778,1.11,1.0598486629556776,1.2503484356062358,0.9986852949828557,0.9898895576557839
NA18552,0.9199990800000001,2.877785206940161,0.8110116242964028,6.6903207431197576,1.11,1.0517320743601495,0.8657776841210721,0.9988218545589214,0.9981255689442482
NA18611,1.0454535,2.1432780325440004,0.9465381675759179,5.749384830646678,1.2987,1.188077002430854,1.017549818911249,0.9990296051379121,0.9928636852896066
NA18555,0.9990000000000001,2.8777852069401604,1.3533274578775594,5.987077398777585,1.17,1.229849176648114,1.0462313697553787,0.9975266836994691,1.0119566156143127
NA19223,0.9199990800000001,2.9305886052326406,1.0165267243494285,4.564102320094947,1.2987,1.2049363533641806,1.731982467682997,1.0005811277893648,0.9963637671647696
NA18500,0.9199990800000001,1.3066920000000004,1.053830457353077,5.30920330083282,1.2987,1.2597994128577839,1.0870625177932,1.0002591805814847,0.9949461439220053
NA18861,0.9199990800000001,2.3369925081600003,1.330232720084626,5.112664843646075,1.17,1.2518806736912493,1.2977102707674528,0.999386015565631,1.0097856695828684
NA12716,0.9199990800000001,1.9835584560000004,0.9903485646595158,10.932584603210584,1.11,1.0865379915134552,1.059041439401431,0.9991403307275398,0.9892581106136482
NA12878,0.9199990800000001,2.1227681949120005,1.2258476736321156,4.46475632433642,1.17,1.2213753402229865,0.8392528331531247,0.9965349571647685,0.9964871345996857
NA10856,1.010988,2.335045014403201,1.1397409265741316,5.603669550813504,1.11,1.2017230912582315,0.8583609500987545,0.9979196868570687,1.007672141204336
NA12874,0.9199990800000001,2.1036441571200006,1.34228701080431,8.499296002486796,1.2987,1.081303089331299,1.1163954819452335,0.996755375208824,0.9933318514308966
NA18566,0.9199990800000001,2.9044313662636805,0.8927795762081037,8.167719084582084,1.2987,1.228987132832707,1.1457244943852363,0.9965917513103111,0.9952115015900972
NA18563,0.9199990800000001,2.335045014403201,1.0169695031605572,7.6080439652471314,1.17,1.0291727325284599,1.4163978628841498,0.9991278985017518,0.9973938818376175
NA18570,0.9199990800000001,2.314740275147521,1.1877979723534704,5.673354726274946,1.0,1.279181554678927,0.994638571035792,0.9994178864938467,1.0079456907767237
NA18612,0.7999992000000001,2.1432780325440004,1.1474054010578691,8.913424140336902,1.0,1.3693331460666842,1.4922929913670349,0.9978382399761199,0.9930811859710375
NA19201,1.1233199999999999,1.9835584560000004,1.6874317036156534,4.346764114376138,1.2987,1.3004510357457326,1.1859259879383013,0.9997178548104424,1.001310377795708
NA19144,0.9199990800000001,2.163881952,1.1007502270892746,5.022673554626951,1.11,1.470274773379511,1.0897972822991444,0.9989632378096722,0.9946808669542172
NA18503,0.9199990800000001,2.8777852069401604,0.942447757184321,4.569188791164927,1.0,1.2279217887565148,1.26712904246596,0.9991162367489786,0.9839445845794649
NA12760,0.9107999999999999,2.523066899910798,0.621679258499795,7.061523669565175,1.11,1.352473091634836,1.1855449765429915,0.9982439636392393,1.0143158035258837
NA06985,0.7999992000000001,2.314740275147521,0.7396094464068497,5.224984336044697,1.11,1.437891189434777,1.030049747582766,0.9969313479669881,0.9951072486940526
NA12003,0.9199990800000001,1.5523500960000005,1.1258565152058528,6.415948845157951,1.11,1.3471058987375153,0.9241177143643233,0.9995061140018613,0.993185921835535
NA18621,0.9199990800000001,2.6401699146240003,1.2701423657994966,6.110698917934557,1.0,0.9487629985057137,1.5396521342831433,0.9976565900822414,0.9907667011259247
NA18594,0.7999992000000001,2.1422431324800004,1.4435330498695775,9.909681357294891,1.11,1.0163149239993206,1.1485453554980836,1.0000438985635138,1.0047780486436737
NA18622,0.7999992000000001,2.222365248,0.7232271935421755,5.167107014141745,1.2987,0.9876473630646992,1.4362575718156765,0.9976003238372838,0.986642415025762
NA18573,1.1233199999999999,3.194341579703578,1.1932240021893026,5.96329714749542,1.11,1.0820704995820767,1.36261038151705,1.0003233372622273,0.9925375037311971
NA18504,1.010988,3.194341579703578,0.9243100833668115,5.239031867949703,1.17,1.2790851966213692,1.338661256570054,0.9991460348359703,0.9799279798176797
NA19203,0.9199990800000001,2.1043093410432006,0.9251029821589024,3.6167819209198453,1.11,1.216227295530262,1.1683532843281321,1.0002502132981266,0.9991717721701642
NA19143,0.9199990800000001,2.7135079678080007,1.1072603784323454,4.786062177747494,1.0,1.1806940276504945,1.2408104932350572,0.9990321616579426,1.0040673593448857
NA18871,1.0222212000000002,1.9474937568000004,1.2565747309750182,6.079716701241007,1.11,1.0287993365257284,1.2400509101934152,1.0005066823201436,0.9999095278928479
NA07348,1.0454535,1.7077288417200007,0.7980121501493543,5.262487190987202,1.11,1.0637813779943899,1.0932593929776329,0.9988441385230733,0.9950835554725301
NA12750,0.9199990800000001,2.523066899910798,1.2981879026105902,6.063678828834076,0.9657000000000001,1.451074603945181,0.9033039826731242,1.0007118672573128,0.9996952844352209
NA11831,0.9199990800000001,1.6920616046400008,0.9374348906799194,8.251687450806045,1.17,1.1562065647806878,0.8115095673172575,0.9973173846605847,1.0045340578757784
NA10835,0.7999992000000001,1.844347149057601,1.4967778566392207,8.138858529800606,1.2987,1.281632902744341,1.4718851517929463,0.9996522144914057,0.9978119173505462
NA18577,0.7999992000000001,2.1036441571200006,0.9335600251060244,6.378711884134024,1.2987,0.9456638724784745,0.926389570459392,0.9981026722063232,0.9971754266349805
NA18624,0.9199990800000001,2.0853515992320006,0.9366850574354433,6.485194015191075,1.11,1.1542085328875484,1.0586031952517028,0.9972180468235018,0.994998260565947
NA18579,0.9199990800000001,1.9478186640000004,1.304394497566171,7.61931514149194,1.11,0.9974105995804965,1.2183438659971246,0.9988659035739811,0.9997238481369469
NA18632,0.9199990800000001,2.123614931328001,1.0728205940231643,6.236428576279485,1.2987,1.1679835839635706,0.8826944177444761,0.9979296960417239,1.0069334458068517
NA18870,0.7999992000000001,1.5382378224000006,0.8448958759489646,3.87969600279332,1.0,1.0740153842005722,1.0206300208653696,1.001323114544719,0.9929582402005174
NA19200,0.9199990800000001,1.6766792264160009,2.0440316995782095,5.610991319392883,1.2987,1.074015384200572,1.1797450121132074,0.9994993383728804,1.0059270156599873
NA18517,1.0222212000000002,1.9484345750400003,0.7708843368241377,6.039097960630802,1.17,1.1193667165055419,1.4189194564868417,0.9984565623269381,1.0099780217774335
NA19221,0.9199990800000001,1.9131666048000004,1.0432774276217818,3.6930876077962114,1.2987,1.4501091924223868,1.292711627394739,1.0004890955682522,1.0058551749179925
NA12146,0.9199990800000001,1.6920616046400008,1.2366907244644287,5.987589599075072,1.0,1.395655388080954,1.3816811561122486,1.0005596055207788,0.9956333715666289
NA11882,0.9199990800000001,2.335045014403201,1.2039694775848702,7.420265951254829,1.11,1.6580345970544392,1.0359128654061978,0.9974573679786214,0.9910214996334924
NA18635,0.9199990800000001,1.9299487680000005,0.8598788025508801,6.9773948182160614,1.11,1.2032740778078692,1.0767086727465216,0.9984040349089399,1.0103195833887968
NA18592,0.7999992000000001,2.4446017728,1.1526023674806765,9.285406959314376,1.2987,1.0487760226718592,1.319648269145949,0.9986083492452499,1.0080004640337366
NA18636,0.7999992000000001,2.8777852069401604,1.178233429022332,6.387849537943371,1.2987,1.3129122061595866,1.3042966391723558,0.9999339882788696,0.9905544124760202
NA18593,1.0222212000000002,3.2239188165526858,1.4190237015636091,4.513947349544454,1.2987,0.9741587710571336,1.2634743415176353,0.9984630922542086,1.0087811904249029
NA18863,1.0222212000000002,2.3369925081600003,1.2758722483503981,4.6151947437953025,1.0,1.5043432762189843,1.344845640640611,0.9997091962915976,1.0021212967731792
NA18855,0.828828,1.8032349600000002,1.0767954896581409,4.995574752635459,1.2987,1.1305425096848134,0.9710555325433394,0.999458315763908,0.9957044921984031
NA19209,1.010988,2.35863132768,1.4147082715860615,6.47024440288556,1.11,1.1004526859655095,1.0808278056425265,1.0003236743712487,1.002336054332955
NA06989,1.0454535,1.6920616046400008,0.7111834274204221,5.008682359276244,1.11,1.6744812939583644,1.324977164945677,1.0008901339342715,0.9932845500943853
NA11843,0.9199990800000001,2.957723684910721,0.7935620991820564,5.11971908385332,1.11,1.5958102264724388,1.2218079036863154,0.9991759187416228,1.0108681337217522
NA11918,1.0454535,1.4506701000000006,1.3301054828647285,5.324990839573853,1.0,1.1166225893896267,1.1418485230069695,0.9987762993330298,1.0076001657539235
NA07037,0.9199990800000001,2.336173055472961,0.8869173959778663,7.827955758632285,1.2987,1.1362147527122561,1.1966128850622593,0.9986435408235492,1.0045695185538988
NA07347,0.828828,1.844347149057601,0.7609425247085869,6.866102487644518,1.11,1.2461640603468842,1.7029745989392968,0.997937290315607,0.986313523273894
NA12341,0.9199990800000001,2.523066899910798,1.2998252313942718,7.604186617345669,1.11,1.5866079006486762,1.154182092326709,1.0006036271095633,0.9966484888937333
NA12766,1.14885,2.123614931328001,1.0664873933737706,6.40918283047005,1.11,1.3172844795485663,1.129778737332906,0.99744755304641,1.0111618335724362
NA12348,0.72072,1.6920616046400008,0.8997416494879431,7.819516063774641,1.2987,1.4607833286365652,1.1579543655548095,0.9981735200483566,0.9984107841430283
NA12829,1.0454535,2.545199065699489,0.7083233876684151,6.314575834330356,1.11,1.161541863765365,0.8795244702020704,0.9989325201623959,0.9886129291033763
NA12749,1.0454535,1.707728841720001,0.7623610871290367,7.112878212744531,1.129869,1.1842055611731723,0.9950859967168889,0.997299911813068,0.9895596824429752
NA12817,0.8791200000000001,2.1620787170400004,1.1145154697230106,7.862988761106089,1.11,1.7459642306049292,0.7445363517419892,0.9984297740967366,1.0058072772350157
NA12347,0.9199990800000001,3.194341579703579,0.8494431842179602,5.671307837592435,1.129869,1.2563299252747733,1.1120629263633077,0.9987312155884257,0.9801613284487264
NA11894,1.0454535,2.1620787170400004,1.5753559332859286,6.6574562166536895,1.11,1.2211302732522595,1.3072288433371075,0.9970815270463858,1.012973940640182
NA12286,0.8791200000000001,1.6920616046400008,0.8525784986564718,6.352853938725542,1.11,1.3951893927934105,0.9844144852551382,0.9997881134511263,0.9930764589158426
NA10840,0.7999992000000001,2.523066899910798,0.8999638666440832,5.488820401193512,0.87,1.103452362290182,1.1858481647556363,0.9969469700036091,0.9876295509264768
NA10850,1.010988,3.481832321876901,1.2973808853934548,8.626407530020247,1.0,1.2704427290766307,0.9925645410579542,0.9991175156185801,0.9970092412560665
NA06984,1.010988,2.545199065699489,0.9401729882831514,7.00828365490562,1.11,1.296402666912913,1.1657576889306043,0.9981277448603603,0.994041631903424
NA07346,0.9199990800000001,1.844347149057601,0.7661637576382677,6.7534369765454185,1.11,1.412045252048107,1.3690953831512316,0.9967904915192627,0.9997428900584275
NA12877,0.9090900000000002,1.844347149057601,0.7818691970015186,6.789950073353097,1.2987,1.115183294179079,0.8915300261181307,0.9992411340844931,0.9815625876036437
NA12275,0.828828,2.523066899910798,1.490822557676041,5.589240386900383,1.0,1.4601719683104561,1.5043007407565834,0.9995648587014482,1.0020783467748244
NA06997,1.0454535,1.7077288417200007,0.8006400706682484,6.566425914543466,1.0,1.3911507112405632,1.2322266876951609,0.9973251537932719,0.9957471690074962
NA11917,0.9199990800000001,2.3566658015736013,1.2554959463177957,3.943709874634636,1.0,0.9724753345909841,1.4321715869090603,0.9978822755492878,1.0158674723014605
NA12718,0.9199990800000001,2.143278032544001,1.1441775715505555,5.127303852866438,1.11,1.2583432745139962,1.1864039027162243,0.9983804429003357,0.9985248990325192
NA12282,0.9199990800000001,1.7077288417200007,0.9419979993600068,7.860889164641171,0.87,1.3788398290601815,1.1088127429223273,0.9983249943903564,0.9975655680474507
NA11920,0.9199990800000001,1.844347149057601,0.9463570314857336,5.658291727794247,1.11,1.3468356041352099,0.8886180075092451,0.9986917065630306,0.9977881597316297
NA10865,0.9090900000000002,1.6920616046400008,0.7120265305801686,6.735834946859863,1.11,1.2578804795710896,1.4660263397637079,0.9970574877005641,0.9844319546006064
NA10864,1.0454535,1.6920616046400008,1.6779673901688277,6.281769579563804,1.2987,1.3258290275240165,1.1027578157675495,1.001740933668476,1.000604944905408
NA10853,0.9199990800000001,1.7077288417200007,1.1017932160584587,6.42911242840549,1.2987,1.2411190790095052,0.9997468428535082,0.9989662846521941,1.0078688983199893
NA06986,0.9199990800000001,1.844347149057601,0.7535063912901975,5.097353752268596,1.2987,1.3186612643439644,0.8341144844542374,0.999460184752706,0.999024286318453
NA12272,0.7999992000000001,2.049274610064001,1.0660565140901588,4.018841658730837,1.0,1.1723934566876175,0.8986177795973808,0.9986694259995978,0.9890132006265678
NA10845,0.9199990800000001,1.3857998400000004,1.7421103382278054,6.769063650000044,1.11,1.6579284828402279,0.8181191987717703,1.0008805354439119,1.0104879166531608
NA10852,0.9199990800000001,2.335045014403201,1.2788712756526655,7.242898105500046,1.2987,1.5822947917925438,1.0200891668811203,0.9992380854044437,1.0169999826434482
NA07051,1.14885,2.903946890639616,0.8087013561437503,5.943947455000584,1.11,1.161649264769874,1.1569929430159225,0.9980570100535995,0.9830594328313778
NA12776,1.0454535,1.844347149057601,1.3756898299716216,6.108312038838273,1.11,1.1490043541431727,0.9812455312650653,0.9978085048396244,1.0166852698531363
NA12400,0.792,2.957723684910721,0.7172334597087677,5.886909575381895,1.0,1.0548912538965582,1.1619209540942435,0.997435484004036,0.9969855027486402
NA12344,0.9090900000000002,3.194341579703578,0.6628329219069969,8.009207828124966,1.129869,1.1721531107272471,1.1387120231195866,0.9987193207704818,0.977295027155831
NA12777,0.9199990800000001,2.1025557499256653,0.9210763182318138,7.497639168697086,1.0,1.2989877622807982,1.2186981831813941,0.9977811053942776,0.9828721778460271
NA10843,0.9199990800000001,2.142243132480001,1.02870160907128,4.546214759351568,1.11,1.39815919390444,1.1510679935490666,0.9988700388873819,0.9984298040496302
NA12274,0.9199990800000001,1.7077288417200007,1.2727723891422806,6.471385539464548,0.9657000000000001,1.0838216465346715,0.9973060696933036,0.9973989386374172,0.998450761311163
NA12287,0.828828,2.314740275147521,0.7528903605622845,7.021537630281685,0.87,0.9947269512764867,1.358540108726596,0.9968546569883453,0.9909290713686807
NA12283,1.0454535,1.4242942800000005,1.0753046812239067,5.343837678247762,1.11,1.1234488754860956,0.9329084323363145,0.9991701275347807,0.9967434142160876
NA07435,0.9199990800000001,2.523066899910798,0.972771809673528,5.492279095901135,1.11,1.1781664724023888,1.2960689623792503,0.9991669022188148,0.9854637858951114
NA12830,0.9199990800000001,2.523066899910798,1.4716599146552902,7.200539158522054,1.129869,1.5508638861337303,1.2384779268523827,0.9970454134074981,0.997004495503373
NA12828,0.9199990800000001,2.545199065699489,0.7636246733537023,9.114899938359935,1.11,1.3745275511361204,0.8503688389250698,0.9998204881141871,0.9936630238636955
NA10837,0.72072,2.213216578869121,0.6508558883783301,4.768070655675611,1.11,1.131583311913451,0.9116099065344216,0.9985299415959917,0.9781238313893942
NA07045,0.9199990800000001,2.123614931328001,1.214550050958095,6.382878020356368,1.0,1.1463323138528612,1.0252181418313187,0.9974859654913047,0.9929109566549492
NA12383,0.9199990800000001,2.336173055472961,0.6510608814226754,5.161751819247051,1.2987,1.4461318532305478,0.7606987777526245,1.0002057301595473,0.9878458654837091
NA12340,0.9199990800000001,2.123614931328001,1.1848898525600537,10.483568089481587,1.11,1.2539618487936093,1.203020160908552,0.9958737962682978,0.9990290426844027
NA12336,1.0222212000000002,1.6920616046400008,1.1123497459697178,7.642926021238052,1.11,1.4968025299163714,1.336732444005591,0.9990608682605016,0.9959767450634348
NA07349,0.9199990800000001,1.707728841720001,0.7878439730252619,4.586216985849221,1.11,1.5295742589042751,1.2282664534217083,0.9967794072706255,1.0031764643046972
NA12708,0.9107999999999999,2.336173055472961,0.8583653892337513,11.324250406752396,1.11,1.2939988392680561,0.8805591212651835,0.9968400432061931,0.9981208178778476
NA12273,0.9199990800000001,1.7077288417200007,0.5319642351122913,8.311980154354842,1.0,1.2507683975657822,0.7955256637807289,0.9993225725576481,0.981184071915048
NA11892,0.7999992000000001,1.844347149057601,1.1449558314048718,6.3398914936699144,1.11,1.1730234630920875,1.359006416960957,0.9989805699722043,0.9947755949235779
NA12842,0.9199990800000001,2.3566658015736013,0.946632491945052,5.390942834598803,0.9657000000000001,1.3646565154303818,0.8229379510006375,0.9975218257563485,0.9986532876320721
NA12414,0.9199990800000001,2.336173055472961,0.9903798008609063,5.145899978480676,1.2987,1.5906101548124745,1.1950333141295828,0.9972392977665075,1.0025819775775158
NA12827,0.7999992000000001,1.9478186640000004,1.0909586244861922,8.699597198664462,1.11,1.4898784370245708,0.8956102042050467,0.9981653949489726,1.013408092984243
NA12818,0.9199990800000001,2.523066899910798,0.7620799344278268,8.582518789955234,0.9657000000000001,1.5175203125818544,1.2682030808112976,0.997345260071043,0.9815532628033543
NA12375,0.9199990800000001,3.2239188165526858,0.8654739725253242,4.611636660233624,1.2987,1.4205231702187098,0.9290993869189028,0.9992529361912249,0.9817729590066578
NA10836,0.7999992000000001,2.314740275147521,1.5216380791351005,6.044386947522731,0.87,1.1285712742307838,1.228373227757036,0.9969973868866623,1.0022215139136301
NA11893,1.010988,1.844347149057601,0.9764753815948652,4.831238405959035,1.2987,1.259673876328215,1.184886790472574,1.0000076771994695,0.9955859606343382
NA12343,1.161615,1.6920616046400008,0.6459023942060729,9.597773570381772,1.11,1.3766168330138473,0.8584974352869026,0.9976652298257216,0.9850744075531539
NA12546,0.9199990800000001,1.5382378224000006,0.7613975509929733,6.493689400524437,1.2987,1.114532614569539,0.9145949080684768,1.00115637809015,0.9934595822519922
NA11919,0.9199990800000001,2.6641714593023997,1.1168354189175744,5.466697013419179,1.0,1.4304825987807352,1.1506663983302254,0.9987840698428658,1.0008813401521859
NA12335,0.9199990800000001,2.314740275147521,1.2769844817091682,8.498525091284753,1.0,1.5985074599035418,0.9923132543003583,0.9980642859157233,0.9891827320175803
NA12489,1.010988,1.844347149057601,0.7018229301521736,7.1523041631331,1.0,1.7503994237920366,0.9335319738459806,0.9998679187235,0.992816406246636
NA12778,1.010988,2.545199065699489,0.8871583826229738,5.453710976305193,1.11,1.210051317468619,1.1995377604300412,1.000767715542837,0.9991955617340895
NA12399,1.0454535,1.9655261064000007,0.9565310314805907,7.4949700198296245,1.0,1.212971871100005,1.4461943517620768,0.9995977189367339,0.9975078705236232
NA12843,1.0454535,2.142423455976001,1.1524205187554089,4.849313128289025,1.17,1.2559324236418772,1.2484623936543469,0.9995407734767928,0.9979307139305329
NA12832,0.9199990800000001,1.9655261064000007,0.9777964313764524,5.843677546595026,0.9657000000000001,1.3151849674380323,1.0806154598317386,0.9969226547635363,0.996060161608853
NA11930,0.9199990800000001,1.5667237080000007,1.0452520324461103,5.937775131578986,1.11,1.5985074599035416,1.2674251135522618,0.998668696971183,0.9986675584895174
NA20847,1.1233199999999999,1.3857998400000004,0.8563233342143372,8.840054604299,1.17,1.0084384833383262,1.4385942842786203,0.9985916726250677,0.9956760453274265
NA20849,0.7999992000000001,2.6646159323520004,1.12323552693947,8.842415729994594,1.0,0.9774651341172156,0.7477971794111391,0.9975487791602193,0.9994334935254215
NA20851,0.9199990800000001,1.6920616046400008,1.1839238058419626,8.01747650121203,1.11,1.0703396418295983,0.9197350296226774,0.9982530077705197,0.9978451849544386
NA20853,0.8791200000000001,1.5667237080000007,1.0555794221634316,6.109699933438329,1.0,1.1653066918576211,1.0992435526136157,0.9973562409028057,0.9799419928879842
NA20854,1.0454535,2.1620787170400004,1.3234909424725876,6.093784463762059,1.17,1.2546804171671047,1.2096235205798593,0.9981186819015828,0.9854967009352384
NA20856,1.010988,2.545199065699489,1.1165296546901589,6.8731071175886,1.0,1.2103245017555202,1.3629368314597983,0.9973229098142004,0.9829432420734262
NA20869,0.9199990800000001,2.1227681949120005,1.0567608012588898,7.005268344734258,1.0,0.9903395482443929,1.3046140390344567,0.9983847858647082,0.9848164503467863
NA20872,0.8791200000000001,1.844347149057601,0.7157476455507517,6.413357309570549,1.2987,1.210707040572394,0.8827380652924415,0.9975341252762865,0.9991955617340895
NA20874,0.9199990800000001,1.9308811104000003,0.951425597606225,5.4032984776767785,1.2987,1.22818202942001,0.9401770541151081,0.9966758173699704,0.9831202860936591
NA20882,0.9107999999999999,2.182097964420001,0.7238604891613906,6.4162560402402065,1.11,1.0005275077041855,1.247642205885076,0.9977312774500883,0.993270366092284
NA20888,1.010988,3.481832321876901,1.0898048898148203,7.110942560110437,1.0,1.1772737731965905,1.0548597232270789,0.9983353470742268,0.9961502892095866
NA20892,0.7999992000000001,2.7135079678080007,1.8892628890137153,6.195282548785662,1.0,1.2335978106490724,1.092119825599092,0.9964547194004333,1.004108416498617
NA20894,0.8791200000000001,1.6920616046400008,1.0072558500871671,7.20670194214387,1.11,1.0061192633198222,1.0738497884339273,0.9975128381251878,0.9928920518103092
NA20896,0.9199990800000001,2.123614931328001,1.3826098406025777,6.075812188014204,1.11,1.0796421014828637,0.778042938221599,1.0000846619836234,0.9902950202442882
NA20900,0.8791200000000001,2.335045014403201,0.7011882820659333,5.273264506543836,1.0,0.881284085214995,1.026761149678935,0.9980852953900657,0.9873285673115875
NA20902,1.010988,1.5667237080000007,1.5388275395373259,7.496317066921611,1.2987,1.2634377816982632,1.0032117919049868,1.0000570438269372,0.9950645993113564
NA20906,1.010988,2.3566658015736013,1.0824629731519835,5.528303026264988,1.11,1.34785104767119,0.9258858538919158,0.9983444419506657,0.9964871345996857
NA20907,1.1233199999999999,1.844347149057601,0.7970967818370711,5.453189902335713,1.0,0.9054533012520161,0.9391147047738222,0.9966771828167755,0.984506971173642
NA20908,0.7999992000000001,1.9664756359200002,1.2543652223536639,7.063434173529819,1.0,1.2374312565235666,0.9833533986474279,0.9984819234457061,0.9976076262983813
NA20910,1.0454535,1.9655261064000007,0.9711015763027079,5.6723352555244935,1.2987,1.1502276120798294,1.5219530033894013,0.9983741531233583,0.9917249086335114
NA21086,0.7999992000000001,2.163123199512001,1.2842417318144892,7.568371613684793,1.2987,1.405928295531761,0.9999640810570889,0.9983659664888679,1.0219809993759223
NA21088,0.9199990800000001,2.182097964420001,1.1380155630463658,7.488585881782004,1.17,1.20814026763554,0.9997869270789461,0.999532199452812,1.0001952570601786
NA21089,1.010988,1.5667237080000007,1.3574657223775701,7.9123657238570155,1.0,1.168386830505539,1.3481777463680107,0.9979718594620776,0.9989529285622539
NA21101,0.7999992000000001,2.163123199512001,1.1873768328474485,5.704028256073804,1.17,1.2194645061262155,1.2235788479652425,0.9970903313151404,0.999880959085932
NA21102,0.9090900000000002,2.545199065699489,1.1442682742929737,5.1618250825272884,1.0,1.1918669120031986,1.2580660975595241,0.9973683289336989,0.9955859606343382
NA21106,1.1233199999999999,1.844347149057601,1.22855790474322,4.466751484799404,1.0,0.9964450396340547,1.2301369719556843,0.9984622735148087,1.0015249715883965
NA21125,1.0454535,2.523066899910798,1.6636022484924513,6.1090571065283825,1.17,1.4239748052606915,1.338547351621828,0.9982618124008766,1.0037068534499816
NA21137,0.7999992000000001,2.985110015326561,0.8973340929805155,6.287539986753274,1.11,1.3848433920577308,1.458827630717031,0.9970926246255397,0.9995048846100971
NA21141,0.72072,2.162078717040001,1.4107007567177459,7.139349587544395,1.17,1.0351419343771253,0.8896660480815658,0.9987065472320561,0.9971326886120773
NA21142,1.010988,1.844347149057601,1.6842816919008015,5.38175246699587,1.11,1.3041938391724002,1.1756210038575556,0.9966805216909306,0.9988863305905747
NA21143,0.9199990800000001,1.844347149057601,1.2741463045696522,5.652852497785247,1.2987,1.3745902246357655,1.6399115069110046,0.9949090530211386,0.9996238807505858
